Symbol,LTP,High,Low,PreviousClose,Change,Last 10D avg Volume,Delivery %,Symbol P/E,3 months high,3 months low
TASTYBITE,13190.0,13270.0,12900.6,13169.6,20.4,5956.1,53.75,205.33,"9,995.55","10,076.10"
BIOFILCHEM,83.5,87.8,80.71,80.87,2.63,929174.7,38.01,207.52,88.54,60.71
AVALON,584.0,600.7,575.9,590.7,-6.7,412731.3,30.08,209.43,590.7,459.75
BHAGCHEM,371.75,384.6,371.05,379.25,-7.5,97621.4,53.61,214.88,427.5,246.01
DCW,100.7,105.39,92.5,93.03,7.67,10478164.1,23.83,221.48,101.56,51.29
RAJESHEXPO,290.3,294.65,289.0,293.1,-2.8,421720.3,55.12,227.56,318.15,280.65
ACLGATI,106.1,107.44,104.51,105.93,0.17,845367.3,40.11,232.44,112.43,92.38
SHOPERSTOP,870.0,880.0,846.8,869.55,0.45,338668.7,36.36,238.84,914.05,698.35
INOXGREEN,219.3,222.3,205.61,206.47,12.83,4787819.9,27.61,250.11,220.8,145.33
VAISHALI,196.9,199.99,195.0,199.02,-2.12,403357.0,67.83,256.41,207.13,148.13
IMAGICAA,82.0,88.8,81.63,88.19,-6.19,2198653.8,68.96,266.96,101.31,72.5
DIACABS,1400.0,1462.0,1360.0,1427.65,-27.65,31154.8,0,268.08,"1,597.95","1,127.20"
ADANIGREEN,1945.0,1965.0,1925.1,1954.4,-9.4,1667799.1,54.98,269.91,"1,954.40","1,715.25"
URAVI,478.0,494.0,462.0,484.15,-6.15,2257.2,0,271.72,643.55,473.45
ICICIPRULI,748.75,760.9,745.0,750.0,-1.25,1038913.6,44.81,272.14,769.35,596.5
ADL,130.2,133.64,130.2,137.06,-6.86,218640.2,0,282.14,146.6,85.1
SINTERCOM,131.0,132.02,130.0,130.06,0.94,47109.4,85.29,295.26,139.98,127.09
NDLVENTURE,114.0,119.16,111.35,116.43,-2.43,274059.5,37.01,297.97,124.98,92.74
SAPPHIRE,338.4,339.95,331.0,333.0,5.4,1134173.4,67.59,301.85,338.60,"1,526.25"
WESTLIFE,854.9,855.0,842.1,851.6,3.3,178148.5,54.36,303.77,888.65,785.8
ATFL,824.5,840.05,786.9,775.25,49.25,35217.2,40.39,311.24,978.9,717.6
SEQUENT,177.35,183.0,176.2,177.83,-0.48,3557183.7,49.28,314.15,179.81,116.93
OSWALAGRO,79.34,79.34,79.34,75.57,3.77,205690.9,0,319.95,79.34,42.26
POWERINDIA,12950.0,13275.0,12815.15,13139.4,-189.4,36439.5,43.66,324.16,"14,019.55","10,910.95"
SERVOTECH,177.3,182.95,176.78,177.92,-0.62,3498017.5,47.94,325.57,177.92,85.49
GOKUL,55.0,57.95,54.62,57.56,-2.56,321869.6,50.53,329.18,57.56,38.61
JMFINANCIL,125.5,132.39,123.92,131.58,-6.08,27249222.2,32.8,330.94,133.83,82.47
GFLLIMITED,83.09,87.7,82.0,85.91,-2.82,283665.8,53.48,336.05,89.7,72.75
BODALCHEM,82.15,83.92,81.0,83.52,-1.37,1191725.9,51.87,340.97,86.51,73.24
VHL,3907.65,4055.25,3900.0,3985.7,-78.05,984.5,67.38,342.04,"4,386.65","3,371.00"
SAH,86.01,87.9,84.01,84.69,1.32,110317.4,25.66,358.14,93.49,73.55
ASMS,22.51,22.51,20.51,21.44,1.07,884432.1,53.44,359.23,22.51,15.67
VAKRANGEE,23.23,23.84,21.55,20.93,2.3,23896460.0,17.23,363.94,23.99,19.91
SHK,264.5,266.76,262.01,264.12,0.38,927542.1,76.3,366.7,271.14,182.69
VINEETLAB,58.8,60.98,58.0,59.95,-1.15,43928.3,40.77,377.51,71.12,55.3
SIGNATURE,1485.0,1498.85,1472.3,1486.65,-1.65,582488.7,10.52,383.19,"1,548.10","1,386.70"
ZOMATO,275.25,277.85,269.9,270.75,4.5,73578183.8,29.08,397.33,283.9,193.95
URJA,21.0,21.14,20.86,20.98,0.02,2942633.5,54.74,418.32,24.06,20.03
TEXINFRA,128.66,131.99,126.7,127.16,1.5,523750.6,51.31,427.31,146.56,122.34
SOBHA,1874.0,1895.0,1822.05,1848.2,25.8,238165.2,25.25,458.47,"2,058.90","1,663.55"
SADHNANIQ,65.9,68.81,64.7,68.81,-2.91,1318539.2,57.11,488.51,86.84,65.38
INOXWIND,247.8,258.4,241.95,244.64,3.16,14362060.2,28.67,535.8,250.99,139.08
PTCIL,14172.0,14490.0,14005.0,14320.9,-148.9,8266.0,0,598.34,"14,997.70","13,092.10"
POLICYBZR,1810.0,1885.0,1798.95,1848.5,-38.5,808309.5,47.94,609.42,"1,848.50","1,285.05"
NURECA,386.0,395.0,361.0,356.4,29.6,200046.9,40.01,619.84,385.1,261.2
RACE,419.65,420.1,405.25,419.95,-0.3,87586.2,42.55,672.52,443.05,402.95
BAFNAPH,80.99,81.5,75.01,77.72,3.27,4676.6,0,672.73,91.72,75.47
IDFC,110.13,110.94,108.96,110.45,-0.32,7159706.7,66.95,730.54,123.73,104.87
TOTAL,91.0,95.0,91.0,94.21,-3.21,11321.8,0,773.98,127.1,92.13
OSWALGREEN,60.4,65.25,59.74,62.02,-1.62,10331930.8,35.84,781.86,66.31,33.0
LYKALABS,152.0,158.48,152.0,158.29,-6.29,502431.0,59.15,1024.36,165.15,106.08
MASKINVEST,104.03,104.03,98.5,99.08,4.95,840.0,0,1075.95,110.0,69.75
NYKAA,199.45,206.98,198.9,199.26,0.19,9628229.3,32.00,1105.17,226.77,171.39
IWEL,13200.0,13200.0,12750.0,12789.75,410.25,15519.0,0,1156.8,"9,947.75","10,550.15"
DEVYANI,197.1,198.85,191.15,189.98,7.12,3436362.4,44.02,1594.39,197.35,162.79
NAHARPOLY,256.2,258.95,251.2,251.7,4.5,20586.9,0,1754.19,351.05,231.91
ORISSAMINE,9070.0,9383.45,8960.0,9112.75,-42.75,57546.6,26.62,1939.5,"9,112.75","6,669.75"
FACT,1006.0,1029.95,974.05,977.15,28.85,363269.4,22.27,2461.22,999.75,"1,002.90"
EQUIPPP,22.46,23.47,22.07,22.8,-0.34,12159.1,0,2686.37,28.33,20.89
ZENITHEXPO,268.2,283.95,262.6,273.35,-5.15,514.6,0,2950.13,453.06,244.65
JCHAC,2120.0,2195.0,2115.0,2180.4,-60.4,56010.0,45.19,4088.76,"2,210.05","1,817.20"
RAJRILTD,25.45,25.81,24.86,25.31,0.14,67470.0,0,5170.63,28.18,20.34
TVSSCS,202.88,207.0,201.88,205.08,-2.2,4644247.0,50.75,9928.21,215.64,174.29
VIPIND,498.0,503.7,493.0,497.15,0.85,878710.6,49.64,11965.14,514.85,432.1
TRIL,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999,9999999.0,9999999,9999999
ORTINLAB,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999,9999999.0,9999999,9999999
SPYL,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999,9999999.0,9999999,9999999
IBULHSGFIN,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999,9999999.0,9999999,9999999
IVP,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999,9999999.0,9999999,9999999
ITDCEM,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999,9999999.0,9999999,9999999
IBREALEST,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999,9999999.0,9999999,9999999
